Date,Session_ID,User_ID,Country,City,Device,Browser,Traffic_Source,Campaign,Landing_Page,Sessions,Users,New_User,Page_Views,Avg_Session_Duration_Min,Bounce_Rate,Conversions,Revenue_USD,Exit_Page,Conversion_Rate
2025-04-05,SES001474,USR00681,Australia,Melbourne,Mobile,Chrome,Email,Email Retention,Contact,2,1,Yes,9,7.4,42,0,0,Contact,0.0
2025-04-16,SES001475,USR01852,India,Delhi,Desktop,Safari,Organic Search,No Campaign,Products,3,1,Yes,8,6.79,35,0,0,Checkout,0.0
2025-05-19,SES001476,USR01103,Canada,Toronto,Mobile,Chrome,Paid Search,Email Retention,Home,3,1,Yes,11,4.34,24,2,400,Blog,66.67
2025-05-23,SES001477,USR01569,India,Mumbai,Mobile,Firefox,Paid Search,Festive Offer,Checkout,1,1,Yes,6,5.29,32,0,0,Pricing,0.0
2024-05-11,SES001478,USR00233,Canada,Toronto,Mobile,Edge,Social,Festive Offer,Blog,3,1,No,5,2.26,51,0,0,Products,0.0
2024-06-15,SES001479,USR00139,Australia,Sydney,Mobile,Firefox,Organic Search,Summer Sale,Home,1,1,No,9,6.17,39,0,0,Contact,0.0
2024-02-12,SES001480,USR00243,UK,Manchester,Desktop,Chrome,Direct,Summer Sale,Contact,1,1,Yes,6,6.72,52,0,0,Products,0.0
2025-01-09,SES001481,USR01488,USA,Chicago,Mobile,Chrome,Organic Search,Festive Offer,Products,3,1,Yes,6,3.82,42,0,0,Checkout,0.0
2024-07-04,SES001482,USR01961,Canada,Toronto,Mobile,Edge,Referral,Brand Awareness,Checkout,1,1,No,5,2.12,45,0,0,Blog,0.0
2025-04-19,SES001483,USR01635,USA,San Francisco,Mobile,Firefox,Organic Search,Product Launch,Blog,1,1,Yes,6,4.13,38,0,0,Home,0.0
2025-01-21,SES001484,USR01078,UK,Manchester,Mobile,Chrome,Direct,No Campaign,Products,3,1,Yes,8,3.57,42,0,0,Pricing,0.0
2024-04-05,SES001485,USR00331,Australia,Melbourne,Tablet,Chrome,Direct,Summer Sale,Pricing,1,1,Yes,7,1.28,43,0,0,Products,0.0
2024-10-13,SES001486,USR00656,Canada,Vancouver,Mobile,Firefox,Social,No Campaign,Products,3,1,No,9,4.82,49,0,0,Products,0.0
2024-01-13,SES001487,USR01525,USA,Chicago,Desktop,Firefox,Social,No Campaign,Pricing,3,1,No,11,5.34,55,0,0,Contact,0.0
2025-01-15,SES001488,USR01784,USA,Dallas,Mobile,Edge,Organic Search,Product Launch,Blog,3,1,No,5,2.38,43,0,0,Contact,0.0
2024-08-12,SES001489,USR00047,Australia,Melbourne,Mobile,Safari,Direct,Email Retention,Products,2,1,No,9,2.55,50,0,0,Checkout,0.0
2024-05-17,SES001490,USR01041,Australia,Sydney,Tablet,Edge,Referral,No Campaign,Checkout,3,1,No,9,5.87,45,0,0,Contact,0.0
2024-01-12,SES001491,USR01747,India,Mumbai,Mobile,Edge,Paid Search,Product Launch,Home,1,1,Yes,4,5.76,26,0,0,Products,0.0
2024-08-09,SES001492,USR00741,Australia,Melbourne,Tablet,Edge,Paid Search,Festive Offer,Checkout,2,1,No,7,7.01,28,0,0,Home,0.0
2024-03-08,SES001493,USR00674,Australia,Melbourne,Mobile,Edge,Paid Search,No Campaign,Home,3,1,Yes,5,3.7,25,0,0,Products,0.0
2025-04-07,SES001494,USR01180,Canada,Toronto,Mobile,Edge,Organic Search,Festive Offer,Checkout,1,1,No,4,0.88,34,0,0,Products,0.0
2024-06-09,SES001495,USR01062,UK,London,Mobile,Firefox,Paid Search,Brand Awareness,Products,1,1,No,3,4.2,38,0,0,Products,0.0
2024-01-06,SES001496,USR01951,UK,London,Desktop,Edge,Organic Search,Product Launch,Contact,1,1,No,9,4.34,38,0,0,Blog,0.0
2024-04-21,SES001497,USR00537,India,Mumbai,Mobile,Safari,Referral,Product Launch,Home,2,1,Yes,4,3.22,35,0,0,Contact,0.0
2024-01-06,SES001498,USR01792,UK,London,Desktop,Chrome,Email,Product Launch,Products,4,1,No,7,3.76,31,0,0,Contact,0.0
2024-03-07,SES001499,USR00654,USA,San Francisco,Mobile,Edge,Email,Product Launch,Blog,1,1,Yes,3,3.32,31,0,0,Checkout,0.0
2025-05-31,SES001500,USR01045,USA,Chicago,Mobile,Edge,Direct,No Campaign,Home,1,1,Yes,6,6.59,42,0,0,Checkout,0.0
2024-12-06,SES001501,USR00227,UK,Manchester,Mobile,Firefox,Organic Search,Festive Offer,Blog,3,1,Yes,11,6.64,31,0,0,Home,0.0
2024-10-24,SES001502,USR01222,UK,Manchester,Mobile,Firefox,Direct,No Campaign,Pricing,4,1,Yes,9,4.34,46,0,0,Pricing,0.0
2025-01-07,SES001503,USR01639,India,Delhi,Desktop,Firefox,Paid Search,Brand Awareness,Blog,4,1,No,8,2.07,26,1,315,Products,25.0
2024-01-19,SES001504,USR01930,USA,New York,Mobile,Safari,Referral,Email Retention,Pricing,2,1,No,5,4.94,48,0,0,Home,0.0
2024-06-05,SES001505,USR00201,Canada,Vancouver,Desktop,Chrome,Organic Search,Email Retention,Blog,4,1,No,12,6.96,41,0,0,Checkout,0.0
2024-08-21,SES001506,USR00325,UK,Manchester,Mobile,Safari,Referral,Product Launch,Pricing,3,1,Yes,11,1.11,32,0,0,Blog,0.0
2024-12-17,SES001507,USR00940,India,Pune,Desktop,Chrome,Direct,Festive Offer,Pricing,2,1,Yes,10,2.9,38,0,0,Products,0.0
2024-12-29,SES001508,USR01077,USA,New York,Mobile,Firefox,Referral,Summer Sale,Products,1,1,No,2,1.06,47,0,0,Home,0.0
2024-12-26,SES001509,USR01407,India,Delhi,Mobile,Edge,Organic Search,Email Retention,Contact,4,1,No,8,4.97,35,0,0,Products,0.0
2024-06-20,SES001510,USR01290,Canada,Vancouver,Mobile,Firefox,Paid Search,Brand Awareness,Products,3,1,No,8,6.39,27,0,0,Pricing,0.0
2025-06-03,SES001511,USR01956,India,Hyderabad,Mobile,Chrome,Social,No Campaign,Products,3,1,Yes,5,2.15,63,0,0,Home,0.0
2024-05-02,SES001512,USR01807,India,Hyderabad,Desktop,Chrome,Organic Search,No Campaign,Home,1,1,Yes,4,6.28,43,0,0,Checkout,0.0
2024-12-21,SES001513,USR00814,USA,San Francisco,Mobile,Chrome,Organic Search,Festive Offer,Checkout,1,1,Yes,6,3.46,41,0,0,Contact,0.0
2024-07-13,SES001514,USR01410,Canada,Toronto,Mobile,Safari,Organic Search,Festive Offer,Contact,2,1,No,6,1.43,31,0,0,Blog,0.0
2024-11-08,SES001515,USR01106,USA,San Francisco,Desktop,Firefox,Organic Search,No Campaign,Contact,4,1,No,8,2.96,33,0,0,Products,0.0
2024-08-25,SES001516,USR01607,Australia,Melbourne,Mobile,Edge,Organic Search,Brand Awareness,Checkout,4,1,Yes,8,1.22,31,0,0,Contact,0.0
2025-06-14,SES001517,USR01685,UK,London,Mobile,Firefox,Social,Brand Awareness,Pricing,2,1,No,7,5.96,52,0,0,Products,0.0
2025-02-15,SES001518,USR00442,India,Pune,Mobile,Chrome,Organic Search,Summer Sale,Pricing,1,1,No,5,4.93,27,0,0,Pricing,0.0
2024-09-16,SES001519,USR00417,UK,London,Mobile,Firefox,Paid Search,Email Retention,Checkout,3,1,Yes,9,6.74,30,1,300,Home,33.33
2024-08-19,SES001520,USR01209,India,Mumbai,Mobile,Edge,Paid Search,No Campaign,Checkout,4,1,Yes,8,4.31,23,1,435,Products,25.0
2024-11-30,SES001521,USR00827,UK,London,Desktop,Chrome,Organic Search,No Campaign,Products,4,1,No,8,2.3,40,1,80,Contact,25.0
2024-11-29,SES001522,USR01000,Australia,Melbourne,Desktop,Chrome,Organic Search,Product Launch,Products,4,1,Yes,9,6.71,32,0,0,Products,0.0
2024-11-10,SES001523,USR01949,USA,Dallas,Mobile,Chrome,Organic Search,Summer Sale,Pricing,1,1,No,2,1.21,30,0,0,Checkout,0.0
2024-12-25,SES001524,USR01412,Canada,Vancouver,Mobile,Chrome,Organic Search,No Campaign,Blog,4,1,Yes,5,5.6,30,0,0,Contact,0.0
2024-05-27,SES001525,USR00964,Canada,Toronto,Desktop,Edge,Organic Search,Summer Sale,Blog,1,1,Yes,5,4.52,41,0,0,Contact,0.0
2025-03-12,SES001526,USR00657,Canada,Toronto,Mobile,Safari,Direct,Summer Sale,Home,2,1,Yes,6,4.14,53,0,0,Contact,0.0
2024-05-22,SES001527,USR01547,USA,San Francisco,Mobile,Chrome,Organic Search,Brand Awareness,Home,4,1,No,12,3.31,34,1,153,Blog,25.0
2024-06-30,SES001528,USR00891,Canada,Toronto,Mobile,Firefox,Email,Brand Awareness,Checkout,4,1,No,12,7.48,32,1,379,Blog,25.0
2024-10-24,SES001529,USR00633,Australia,Sydney,Desktop,Edge,Paid Search,Summer Sale,Pricing,2,1,Yes,5,2.49,22,1,77,Blog,50.0
2024-06-17,SES001530,USR01925,UK,London,Desktop,Safari,Organic Search,Email Retention,Products,4,1,No,12,4.5,28,0,0,Products,0.0
2024-12-25,SES001531,USR00382,Australia,Sydney,Mobile,Firefox,Direct,Festive Offer,Checkout,3,1,Yes,10,4.73,40,0,0,Pricing,0.0
2025-06-21,SES001532,USR00048,Canada,Vancouver,Tablet,Chrome,Social,Product Launch,Contact,1,1,Yes,4,4.77,61,0,0,Products,0.0
2025-06-02,SES001533,USR01662,India,Mumbai,Mobile,Chrome,Organic Search,Brand Awareness,Products,4,1,Yes,5,7.17,36,0,0,Contact,0.0
2024-07-12,SES001534,USR00948,Australia,Melbourne,Mobile,Firefox,Organic Search,Festive Offer,Contact,2,1,No,6,2.69,30,0,0,Contact,0.0
2024-04-29,SES001535,USR00967,UK,Manchester,Mobile,Edge,Social,Product Launch,Blog,4,1,No,9,2.56,47,0,0,Home,0.0
2024-10-01,SES001536,USR01661,USA,San Francisco,Mobile,Firefox,Paid Search,No Campaign,Blog,3,1,Yes,8,0.9,27,0,0,Contact,0.0
2024-07-12,SES001537,USR00615,USA,Dallas,Desktop,Chrome,Organic Search,Brand Awareness,Pricing,4,1,No,12,3.4,38,0,0,Products,0.0
2024-08-15,SES001538,USR01353,India,Mumbai,Mobile,Firefox,Organic Search,Festive Offer,Pricing,4,1,No,8,4.64,31,0,0,Checkout,0.0
2024-05-12,SES001539,USR01109,Canada,Vancouver,Mobile,Chrome,Organic Search,Product Launch,Pricing,2,1,No,4,2.87,29,0,0,Contact,0.0
2024-07-07,SES001540,USR01076,Canada,Vancouver,Mobile,Firefox,Organic Search,Festive Offer,Products,2,1,Yes,4,6.01,43,0,0,Checkout,0.0
2024-02-08,SES001541,USR01294,USA,Chicago,Desktop,Firefox,Paid Search,Summer Sale,Blog,1,1,No,8,5.64,23,0,0,Products,0.0
2024-10-22,SES001542,USR00535,India,Mumbai,Mobile,Edge,Direct,Product Launch,Pricing,4,1,Yes,12,4.29,39,0,0,Blog,0.0
2024-03-07,SES001543,USR01370,Canada,Vancouver,Mobile,Firefox,Organic Search,Summer Sale,Blog,2,1,No,10,3.37,29,0,0,Contact,0.0
2025-06-16,SES001544,USR01761,India,Pune,Tablet,Firefox,Email,Brand Awareness,Home,1,1,Yes,6,1.73,45,0,0,Contact,0.0
2024-02-29,SES001545,USR00084,UK,Manchester,Mobile,Chrome,Paid Search,Email Retention,Blog,2,1,Yes,5,6.94,23,0,0,Blog,0.0
2025-04-26,SES001546,USR01609,Canada,Toronto,Desktop,Edge,Organic Search,Email Retention,Pricing,3,1,Yes,7,3.35,31,1,437,Home,33.33
2025-03-17,SES001547,USR00310,UK,London,Desktop,Safari,Paid Search,No Campaign,Home,4,1,No,8,2.56,38,0,0,Home,0.0
2024-12-11,SES001548,USR00475,Canada,Toronto,Desktop,Safari,Paid Search,Brand Awareness,Checkout,3,1,Yes,11,6.21,37,0,0,Contact,0.0
2024-08-18,SES001549,USR01984,Australia,Melbourne,Desktop,Edge,Organic Search,Summer Sale,Blog,2,1,Yes,9,3.42,27,0,0,Products,0.0
2024-11-28,SES001550,USR01045,UK,Manchester,Desktop,Firefox,Organic Search,Email Retention,Products,1,1,No,7,5.24,28,0,0,Pricing,0.0
2024-12-14,SES001551,USR00371,UK,London,Mobile,Edge,Referral,Brand Awareness,Blog,2,1,Yes,8,5.01,35,0,0,Pricing,0.0
2024-11-13,SES001552,USR00231,Canada,Vancouver,Desktop,Safari,Social,Brand Awareness,Products,2,1,No,9,7.42,55,0,0,Checkout,0.0
2024-06-05,SES001553,USR00810,India,Mumbai,Mobile,Safari,Referral,No Campaign,Products,3,1,Yes,8,6.82,40,0,0,Checkout,0.0
2024-11-16,SES001554,USR01964,India,Hyderabad,Mobile,Firefox,Social,Product Launch,Checkout,1,1,No,6,5.24,54,0,0,Home,0.0
2024-01-29,SES001555,USR00746,Canada,Vancouver,Tablet,Chrome,Organic Search,Product Launch,Contact,3,1,No,9,7.45,39,0,0,Products,0.0
2024-05-14,SES001556,USR00616,UK,London,Desktop,Firefox,Social,Brand Awareness,Checkout,3,1,Yes,5,6.67,50,0,0,Contact,0.0
2025-04-07,SES001557,USR00105,India,Delhi,Tablet,Safari,Paid Search,No Campaign,Pricing,1,1,Yes,2,5.73,24,0,0,Home,0.0
2024-10-14,SES001558,USR00184,USA,New York,Mobile,Safari,Direct,Summer Sale,Contact,1,1,No,6,6.02,37,0,0,Pricing,0.0
2025-06-05,SES001559,USR00530,Canada,Toronto,Mobile,Firefox,Organic Search,Festive Offer,Contact,1,1,No,4,4.39,36,0,0,Pricing,0.0
2025-04-28,SES001560,USR01893,Canada,Vancouver,Mobile,Safari,Organic Search,Product Launch,Blog,3,1,Yes,5,1.61,41,0,0,Products,0.0
2024-08-23,SES001561,USR00211,Canada,Toronto,Mobile,Chrome,Organic Search,Email Retention,Contact,4,1,Yes,6,1.31,35,0,0,Contact,0.0
2024-10-04,SES001562,USR00488,Canada,Vancouver,Mobile,Edge,Referral,Email Retention,Home,2,1,No,6,6.54,47,0,0,Products,0.0
2024-11-19,SES001563,USR01465,UK,Manchester,Mobile,Edge,Organic Search,Festive Offer,Blog,1,1,No,7,5.24,38,0,0,Contact,0.0
2025-05-24,SES001564,USR01904,Australia,Sydney,Mobile,Edge,Paid Search,Brand Awareness,Products,1,1,No,6,1.91,22,0,0,Checkout,0.0
2024-01-29,SES001565,USR00251,USA,New York,Mobile,Firefox,Social,Festive Offer,Contact,2,1,Yes,6,2.63,49,0,0,Contact,0.0
2024-06-23,SES001566,USR00050,Canada,Vancouver,Mobile,Chrome,Paid Search,Brand Awareness,Home,3,1,Yes,8,4.26,22,0,0,Blog,0.0
2025-03-14,SES001567,USR01041,India,Bengaluru,Mobile,Chrome,Organic Search,No Campaign,Products,1,1,No,2,3.5,27,0,0,Products,0.0
2024-03-27,SES001568,USR00738,USA,New York,Mobile,Edge,Paid Search,Summer Sale,Contact,3,1,Yes,8,7.25,25,0,0,Pricing,0.0
2024-05-09,SES001569,USR01648,UK,London,Mobile,Firefox,Organic Search,Product Launch,Products,1,1,Yes,8,2.35,41,0,0,Pricing,0.0
2024-03-16,SES001570,USR01050,Canada,Vancouver,Desktop,Edge,Organic Search,Summer Sale,Home,1,1,No,6,5.06,32,0,0,Checkout,0.0
2025-01-12,SES001571,USR00767,Australia,Sydney,Mobile,Safari,Organic Search,Email Retention,Contact,4,1,Yes,6,2.6,43,0,0,Checkout,0.0
2024-07-22,SES001572,USR01041,USA,Chicago,Desktop,Edge,Direct,Festive Offer,Home,4,1,Yes,6,1.96,47,0,0,Checkout,0.0
2024-07-24,SES001573,USR01749,India,Pune,Desktop,Chrome,Organic Search,No Campaign,Contact,3,1,No,11,1.65,42,1,146,Pricing,33.33
2025-06-06,SES001574,USR00284,USA,Dallas,Mobile,Edge,Direct,No Campaign,Products,3,1,No,6,1.5,39,0,0,Blog,0.0
2025-06-12,SES001575,USR01047,India,Hyderabad,Mobile,Chrome,Organic Search,Brand Awareness,Pricing,4,1,No,6,7.22,35,0,0,Checkout,0.0
2025-02-23,SES001576,USR01397,India,Hyderabad,Mobile,Edge,Paid Search,Email Retention,Blog,1,1,Yes,8,2.51,28,0,0,Checkout,0.0
2025-04-22,SES001577,USR00375,USA,New York,Mobile,Firefox,Direct,Festive Offer,Contact,3,1,No,4,1.21,46,0,0,Pricing,0.0
2025-01-27,SES001578,USR01993,Australia,Sydney,Mobile,Safari,Organic Search,Festive Offer,Products,3,1,Yes,11,4.45,33,0,0,Products,0.0
2024-07-21,SES001579,USR00853,India,Pune,Mobile,Firefox,Direct,Product Launch,Products,1,1,Yes,4,2.63,53,0,0,Checkout,0.0
2024-09-18,SES001580,USR01340,Canada,Vancouver,Tablet,Safari,Referral,No Campaign,Blog,1,1,No,2,2.18,37,0,0,Pricing,0.0
2025-03-15,SES001581,USR01840,UK,London,Desktop,Chrome,Organic Search,Brand Awareness,Home,2,1,Yes,8,5.41,41,0,0,Blog,0.0
2024-05-26,SES001582,USR00698,Australia,Melbourne,Mobile,Safari,Paid Search,Summer Sale,Home,4,1,No,12,6.65,34,0,0,Pricing,0.0
2024-03-17,SES001583,USR01066,UK,London,Mobile,Edge,Direct,Email Retention,Blog,3,1,No,11,5.21,48,0,0,Contact,0.0
2025-06-19,SES001584,USR01990,Canada,Toronto,Mobile,Chrome,Social,Email Retention,Contact,1,1,No,7,5.47,57,0,0,Contact,0.0
2024-12-07,SES001585,USR01662,UK,Manchester,Mobile,Edge,Organic Search,Summer Sale,Products,2,1,No,10,4.74,33,0,0,Blog,0.0
2025-01-16,SES001586,USR01713,USA,Dallas,Desktop,Safari,Organic Search,Summer Sale,Blog,3,1,No,10,5.24,27,0,0,Products,0.0
2024-10-20,SES001587,USR01388,UK,Manchester,Mobile,Safari,Direct,Product Launch,Blog,3,1,No,5,5.58,38,0,0,Pricing,0.0
2024-08-31,SES001588,USR01490,Canada,Vancouver,Mobile,Edge,Organic Search,No Campaign,Pricing,3,1,No,6,3.4,39,0,0,Contact,0.0
2024-02-21,SES001589,USR00061,USA,Chicago,Mobile,Edge,Paid Search,Summer Sale,Checkout,2,1,Yes,8,2.29,36,0,0,Pricing,0.0
2024-08-02,SES001590,USR01446,UK,Manchester,Mobile,Safari,Paid Search,No Campaign,Home,1,1,No,7,3.0,29,0,0,Blog,0.0
2025-04-04,SES001591,USR01970,USA,Chicago,Mobile,Safari,Direct,Product Launch,Home,1,1,Yes,7,3.97,39,0,0,Pricing,0.0
2024-08-03,SES001592,USR01264,UK,Manchester,Mobile,Chrome,Social,Product Launch,Contact,3,1,No,8,4.11,52,0,0,Pricing,0.0
2025-02-03,SES001593,USR00703,UK,London,Desktop,Firefox,Direct,Email Retention,Pricing,4,1,No,7,7.01,38,0,0,Checkout,0.0
2024-10-26,SES001594,USR00738,USA,San Francisco,Mobile,Firefox,Direct,Email Retention,Blog,4,1,No,8,7.42,38,0,0,Blog,0.0
2024-10-26,SES001595,USR01170,India,Pune,Mobile,Chrome,Paid Search,No Campaign,Checkout,4,1,No,8,0.87,37,0,0,Checkout,0.0
2024-12-15,SES001596,USR00011,USA,Dallas,Mobile,Firefox,Organic Search,Summer Sale,Contact,4,1,Yes,9,5.57,32,0,0,Pricing,0.0
2024-11-17,SES001597,USR01288,USA,Chicago,Mobile,Safari,Organic Search,Brand Awareness,Pricing,1,1,No,4,2.77,35,0,0,Contact,0.0
2025-02-12,SES001598,USR00160,Canada,Vancouver,Mobile,Safari,Organic Search,Product Launch,Products,1,1,No,4,4.37,35,0,0,Blog,0.0
2025-03-31,SES001599,USR01321,UK,London,Mobile,Chrome,Direct,Festive Offer,Blog,3,1,Yes,8,1.22,37,0,0,Products,0.0
2024-09-24,SES001600,USR01413,Canada,Vancouver,Desktop,Safari,Social,Product Launch,Products,4,1,No,9,2.78,49,0,0,Checkout,0.0
2024-01-24,SES001601,USR00976,Canada,Vancouver,Mobile,Firefox,Paid Search,Summer Sale,Pricing,1,1,No,5,7.05,22,0,0,Home,0.0
2025-01-08,SES001602,USR00152,USA,Dallas,Mobile,Edge,Social,Email Retention,Blog,4,1,No,7,5.82,63,0,0,Blog,0.0
2024-12-08,SES001603,USR00495,Canada,Toronto,Tablet,Chrome,Organic Search,Product Launch,Contact,1,1,Yes,5,3.5,33,0,0,Pricing,0.0
2024-05-16,SES001604,USR00126,India,Pune,Desktop,Firefox,Organic Search,Summer Sale,Checkout,4,1,No,8,4.57,33,0,0,Home,0.0
2025-01-09,SES001605,USR00855,USA,New York,Mobile,Edge,Social,Brand Awareness,Contact,1,1,No,2,7.42,52,0,0,Blog,0.0
2024-09-27,SES001606,USR01299,USA,New York,Mobile,Chrome,Organic Search,Brand Awareness,Home,3,1,Yes,10,1.74,43,0,0,Blog,0.0
2024-08-13,SES001607,USR00623,USA,Chicago,Mobile,Edge,Direct,Summer Sale,Pricing,4,1,No,11,1.74,39,0,0,Contact,0.0
2024-12-22,SES001608,USR01046,Australia,Sydney,Mobile,Firefox,Organic Search,Brand Awareness,Blog,2,1,No,10,4.29,27,0,0,Products,0.0
2024-05-19,SES001609,USR01209,Australia,Melbourne,Desktop,Firefox,Organic Search,Festive Offer,Blog,4,1,No,5,6.21,28,0,0,Products,0.0
2025-03-22,SES001610,USR00973,Australia,Sydney,Desktop,Safari,Paid Search,Product Launch,Pricing,1,1,No,3,4.39,26,0,0,Contact,0.0
2024-09-20,SES001611,USR00485,Australia,Sydney,Mobile,Edge,Direct,Email Retention,Contact,1,1,No,5,4.8,48,0,0,Pricing,0.0
2024-12-28,SES001612,USR00985,Australia,Melbourne,Mobile,Chrome,Social,Email Retention,Home,1,1,Yes,8,4.06,50,0,0,Pricing,0.0
2024-06-16,SES001613,USR00790,UK,Manchester,Desktop,Edge,Organic Search,No Campaign,Pricing,2,1,Yes,7,7.45,33,0,0,Blog,0.0
2024-12-01,SES001614,USR01405,India,Hyderabad,Mobile,Chrome,Paid Search,Festive Offer,Pricing,2,1,No,8,3.98,29,0,0,Products,0.0
2025-03-25,SES001615,USR01881,UK,London,Mobile,Safari,Direct,Festive Offer,Checkout,4,1,Yes,5,4.25,51,0,0,Products,0.0
2025-01-26,SES001616,USR00913,UK,Manchester,Mobile,Chrome,Organic Search,Festive Offer,Products,3,1,Yes,11,4.72,30,0,0,Home,0.0
2024-01-15,SES001617,USR00484,UK,London,Mobile,Safari,Direct,Email Retention,Products,2,1,No,7,1.23,38,0,0,Home,0.0
2024-03-18,SES001618,USR01932,UK,London,Mobile,Chrome,Social,Email Retention,Blog,3,1,No,10,5.6,59,0,0,Pricing,0.0
2024-08-19,SES001619,USR01952,Canada,Toronto,Tablet,Chrome,Organic Search,Summer Sale,Home,3,1,No,9,0.84,30,0,0,Blog,0.0
2025-02-17,SES001620,USR02000,UK,Manchester,Mobile,Edge,Organic Search,Email Retention,Home,4,1,Yes,8,3.32,37,0,0,Checkout,0.0
2024-07-27,SES001621,USR01224,Canada,Vancouver,Tablet,Chrome,Organic Search,Product Launch,Checkout,2,1,No,8,5.86,29,0,0,Pricing,0.0
2024-10-03,SES001622,USR00361,India,Mumbai,Mobile,Chrome,Organic Search,Festive Offer,Checkout,2,1,No,7,5.7,34,0,0,Blog,0.0
2025-02-01,SES001623,USR00172,Canada,Toronto,Mobile,Safari,Organic Search,Product Launch,Home,3,1,No,8,5.31,31,0,0,Contact,0.0
2024-06-11,SES001624,USR00001,Australia,Melbourne,Desktop,Firefox,Organic Search,Email Retention,Contact,4,1,No,6,5.08,30,0,0,Pricing,0.0
2024-09-01,SES001625,USR01341,UK,London,Desktop,Safari,Organic Search,Email Retention,Home,4,1,Yes,8,3.1,27,0,0,Blog,0.0
2024-10-10,SES001626,USR01658,USA,Dallas,Mobile,Edge,Social,Email Retention,Blog,1,1,No,4,5.45,54,0,0,Blog,0.0
2024-08-20,SES001627,USR00678,USA,San Francisco,Mobile,Chrome,Social,Festive Offer,Checkout,2,1,No,7,6.84,56,0,0,Contact,0.0
2024-09-14,SES001628,USR01662,USA,New York,Mobile,Edge,Direct,Brand Awareness,Pricing,1,1,Yes,2,0.83,53,0,0,Blog,0.0
2024-10-04,SES001629,USR01408,USA,New York,Mobile,Firefox,Organic Search,Festive Offer,Checkout,4,1,No,10,4.7,35,0,0,Checkout,0.0
2024-07-20,SES001630,USR01230,India,Hyderabad,Mobile,Edge,Organic Search,Brand Awareness,Pricing,2,1,Yes,7,1.73,29,0,0,Home,0.0
2025-05-28,SES001631,USR01124,Australia,Melbourne,Mobile,Safari,Paid Search,Product Launch,Checkout,3,1,No,7,2.59,28,0,0,Checkout,0.0
2025-04-21,SES001632,USR00420,UK,London,Mobile,Edge,Referral,Product Launch,Blog,2,1,Yes,7,2.07,33,0,0,Products,0.0
2025-06-03,SES001633,USR01479,Canada,Toronto,Mobile,Edge,Direct,Festive Offer,Checkout,2,1,No,7,1.21,51,0,0,Products,0.0
2024-11-07,SES001634,USR00356,USA,Dallas,Mobile,Safari,Organic Search,Brand Awareness,Contact,4,1,No,11,2.53,38,0,0,Contact,0.0
2024-10-20,SES001635,USR00236,India,Delhi,Mobile,Firefox,Direct,Product Launch,Contact,1,1,Yes,7,6.46,38,0,0,Contact,0.0
2024-05-20,SES001636,USR01094,Canada,Toronto,Mobile,Chrome,Direct,Festive Offer,Contact,2,1,No,10,3.31,47,0,0,Pricing,0.0
2025-03-28,SES001637,USR00650,India,Hyderabad,Mobile,Safari,Paid Search,Email Retention,Pricing,2,1,No,6,3.81,27,0,0,Products,0.0
2024-02-21,SES001638,USR01032,UK,Manchester,Mobile,Chrome,Organic Search,Email Retention,Home,3,1,Yes,7,7.29,29,0,0,Contact,0.0
2024-08-17,SES001639,USR00381,India,Pune,Mobile,Safari,Organic Search,Brand Awareness,Products,3,1,Yes,4,5.89,40,1,311,Contact,33.33
2025-05-31,SES001640,USR01318,USA,New York,Mobile,Chrome,Organic Search,No Campaign,Contact,2,1,No,3,4.31,36,0,0,Pricing,0.0
2024-01-24,SES001641,USR01354,UK,Manchester,Desktop,Edge,Referral,Summer Sale,Home,2,1,Yes,10,1.45,43,0,0,Products,0.0
2024-12-31,SES001642,USR00513,UK,Manchester,Desktop,Chrome,Organic Search,No Campaign,Home,3,1,Yes,4,4.38,30,1,172,Products,33.33
2024-09-26,SES001643,USR00863,USA,San Francisco,Mobile,Safari,Paid Search,Festive Offer,Checkout,3,1,No,8,5.47,27,0,0,Home,0.0
2024-12-15,SES001644,USR01338,Australia,Melbourne,Desktop,Safari,Organic Search,No Campaign,Blog,1,1,No,8,3.4,39,0,0,Pricing,0.0
2024-02-24,SES001645,USR00466,UK,London,Mobile,Safari,Referral,Summer Sale,Contact,1,1,Yes,7,6.08,36,0,0,Products,0.0
2024-05-08,SES001646,USR01779,Australia,Melbourne,Mobile,Chrome,Referral,Festive Offer,Checkout,3,1,No,10,4.03,46,0,0,Home,0.0
2025-05-24,SES001647,USR00669,Australia,Melbourne,Mobile,Firefox,Organic Search,Brand Awareness,Blog,3,1,Yes,8,4.23,43,0,0,Contact,0.0
2024-01-23,SES001648,USR00425,USA,Chicago,Desktop,Firefox,Referral,Festive Offer,Pricing,1,1,No,4,1.9,36,0,0,Home,0.0
2024-06-12,SES001649,USR01345,Australia,Melbourne,Mobile,Chrome,Social,Summer Sale,Products,3,1,Yes,5,3.02,51,0,0,Checkout,0.0
2024-04-25,SES001650,USR01695,India,Hyderabad,Mobile,Safari,Social,Email Retention,Blog,2,1,Yes,3,6.22,54,1,269,Checkout,50.0
2024-10-14,SES001651,USR01336,Australia,Sydney,Mobile,Firefox,Direct,Email Retention,Blog,4,1,No,5,0.87,44,0,0,Home,0.0
2024-08-03,SES001652,USR01964,India,Pune,Desktop,Edge,Paid Search,Summer Sale,Contact,1,1,No,8,1.86,36,1,369,Blog,100.0
